"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2010","Romania","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","110",""
"2010","Romania","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","85",""
"2010","Romania","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2010","Romania","Extra-EU28 (current composition)","Total","Total","Rejected","Person","420",""
"2010","Romania","Total","Total","Total","Total","Person","530",""
"2010","Romania","Total","Total","Total","Total positive decisions","Person","110",""
"2010","Romania","Total","Total","Total","Geneva Convention status","Person","85",""
"2010","Romania","Total","Total","Total","Humanitarian status","Person","0",""
"2010","Romania","Total","Total","Total","Rejected","Person","420",""
"2010","Slovenia","Extra-EU28 (current composition)","Total","Total","Total","Person","15",""
"2010","Slovenia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2010","Slovenia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2010","Slovenia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2010","Slovenia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","15",""
"2010","Slovenia","Total","Total","Total","Total","Person","15",""
"2010","Slovenia","Total","Total","Total","Total positive decisions","Person","0",""
"2010","Slovenia","Total","Total","Total","Geneva Convention status","Person","0",""
"2010","Slovenia","Total","Total","Total","Humanitarian status","Person","0",""
"2010","Slovenia","Total","Total","Total","Rejected","Person","15",""
"2010","Slovakia","Extra-EU28 (current composition)","Total","Total","Total","Person","170",""
"2010","Slovakia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","5",""
"2010","Slovakia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2010","Slovakia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2010","Slovakia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","170",""
"2010","Slovakia","Total","Total","Total","Total","Person","170",""
"2010","Slovakia","Total","Total","Total","Total positive decisions","Person","5",""
"2010","Slovakia","Total","Total","Total","Geneva Convention status","Person","0",""
"2010","Slovakia","Total","Total","Total","Humanitarian status","Person","0",""
"2010","Slovakia","Total","Total","Total","Rejected","Person","170",""
"2010","Finland","Extra-EU28 (current composition)","Total","Total","Total","Person","115",""
"2010","Finland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","70",""
"2010","Finland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2010","Finland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","30",""
"2010","Finland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","45",""
"2010","Finland","Total","Total","Total","Total","Person","115",""
"2010","Finland","Total","Total","Total","Total positive decisions","Person","70",""
"2010","Finland","Total","Total","Total","Geneva Convention status","Person","5",""
"2010","Finland","Total","Total","Total","Humanitarian status","Person","30",""
"2010","Finland","Total","Total","Total","Rejected","Person","45",""
"2010","Sweden","Extra-EU28 (current composition)","Total","Total","Total","Person","12,830",""
"2010","Sweden","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","1,250",""
"2010","Sweden","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","285",""
"2010","Sweden","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","255",""
"2010","Sweden","Extra-EU28 (current composition)","Total","Total","Rejected","Person","11,575",""
"2010","Sweden","Total","Total","Total","Total","Person","12,850",""
"2010","Sweden","Total","Total","Total","Total positive decisions","Person","1,250",""
"2010","Sweden","Total","Total","Total","Geneva Convention status","Person","285",""
"2010","Sweden","Total","Total","Total","Humanitarian status","Person","255",""
"2010","Sweden","Total","Total","Total","Rejected","Person","11,595",""
"2010","United Kingdom","Extra-EU28 (current composition)","Total","Total","Total","Person","21,975",""
"2010","United Kingdom","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","7,630",""
"2010","United Kingdom","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","6,010",""
"2010","United Kingdom","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","1,405",""
"2010","United Kingdom","Extra-EU28 (current composition)","Total","Total","Rejected","Person","14,345",""
"2010","United Kingdom","Total","Total","Total","Total","Person","21,995",""
"2010","United Kingdom","Total","Total","Total","Total positive decisions","Person","7,635",""
"2010","United Kingdom","Total","Total","Total","Geneva Convention status","Person","6,010",""
"2010","United Kingdom","Total","Total","Total","Humanitarian status","Person","1,410",""
"2010","United Kingdom","Total","Total","Total","Rejected","Person","14,360",""
"2010","Iceland","Extra-EU28 (current composition)","Total","Total","Total","Person","10",""
"2010","Iceland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2010","Iceland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2010","Iceland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2010","Iceland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","10",""
"2010","Iceland","Total","Total","Total","Total","Person","10",""
"2010","Iceland","Total","Total","Total","Total positive decisions","Person","0",""
"2010","Iceland","Total","Total","Total","Geneva Convention status","Person","0",""
"2010","Iceland","Total","Total","Total","Humanitarian status","Person",":",""
"2010","Iceland","Total","Total","Total","Rejected","Person","10",""
"2010","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Total","Person","60",""
"2010","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2010","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2010","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2010","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Rejected","Person","60",""
"2010","Liechtenstein","Total","Total","Total","Total","Person","60",""
"2010","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0",""
"2010","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0",""
"2010","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0",""
"2010","Liechtenstein","Total","Total","Total","Rejected","Person","60",""
"2010","Norway","Extra-EU28 (current composition)","Total","Total","Total","Person","10,085",""
"2010","Norway","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","410",""
"2010","Norway","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","165",""
"2010","Norway","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","170",""
"2010","Norway","Extra-EU28 (current composition)","Total","Total","Rejected","Person","9,675",""
"2010","Norway","Total","Total","Total","Total","Person","10,120",""
"2010","Norway","Total","Total","Total","Total positive decisions","Person","415",""
"2010","Norway","Total","Total","Total","Geneva Convention status","Person","165",""
"2010","Norway","Total","Total","Total","Humanitarian status","Person","175",""
"2010","Norway","Total","Total","Total","Rejected","Person","9,710",""
"2010","Switzerland","Extra-EU28 (current composition)","Total","Total","Total","Person","4,295",""
"2010","Switzerland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","435",""
"2010","Switzerland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","70",""
"2010","Switzerland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","325",""
"2010","Switzerland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","3,860",""
"2010","Switzerland","Total","Total","Total","Total","Person","4,340",""
"2010","Switzerland","Total","Total","Total","Total positive decisions","Person","435",""
"2010","Switzerland","Total","Total","Total","Geneva Convention status","Person","70",""
"2010","Switzerland","Total","Total","Total","Humanitarian status","Person","325",""
"2010","Switzerland","Total","Total","Total","Rejected","Person","3,905",""
"2010","Total","Extra-EU28 (current composition)","Total","Total","Total","Person","112,140",""
"2010","Total","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","21,080",""
"2010","Total","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","13,885",""
"2010","Total","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","3,715",""
"2010","Total","Extra-EU28 (current composition)","Total","Total","Rejected","Person","91,055",""
"2010","Total","Total","Total","Total","Total","Person","112,420",""
"2010","Total","Total","Total","Total","Total positive decisions","Person","21,095",""
"2010","Total","Total","Total","Total","Geneva Convention status","Person","13,890",""
"2010","Total","Total","Total","Total","Humanitarian status","Person","3,720",""
"2010","Total","Total","Total","Total","Rejected","Person","91,330",""
"2011","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Total","Person","128,540",""
"2011","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","24,690",""
"2011","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","13,790",""
"2011","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","5,870",""
"2011","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Rejected","Person","103,850",""
"2011","European Union (current composition)","Total","Total","Total","Total","Person","128,780",""
"2011","European Union (current composition)","Total","Total","Total","Total positive decisions","Person","24,705",""
"2011","European Union (current composition)","Total","Total","Total","Geneva Convention status","Person","13,795",""
"2011","European Union (current composition)","Total","Total","Total","Humanitarian status","Person","5,875",""
"2011","European Union (current composition)","Total","Total","Total","Rejected","Person","104,070",""
"2011","Belgium","Extra-EU28 (current composition)","Total","Total","Total","Person","10,460",""
"2011","Belgium","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","470",""
"2011","Belgium","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","425",""
"2011","Belgium","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Belgium","Extra-EU28 (current composition)","Total","Total","Rejected","Person","9,985",""
"2011","Belgium","Total","Total","Total","Total","Person","10,490",""
"2011","Belgium","Total","Total","Total","Total positive decisions","Person","475",""
"2011","Belgium","Total","Total","Total","Geneva Convention status","Person","425",""
"2011","Belgium","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Belgium","Total","Total","Total","Rejected","Person","10,015",""
"2011","Bulgaria","Extra-EU28 (current composition)","Total","Total","Total","Person","20",""
"2011","Bulgaria","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","15",""
"2011","Bulgaria","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Bulgaria","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Bulgaria","Extra-EU28 (current composition)","Total","Total","Rejected","Person","5",""
"2011","Bulgaria","Total","Total","Total","Total","Person","20",""
"2011","Bulgaria","Total","Total","Total","Total positive decisions","Person","15",""
"2011","Bulgaria","Total","Total","Total","Geneva Convention status","Person","0",""
"2011","Bulgaria","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Bulgaria","Total","Total","Total","Rejected","Person","5",""
"2011","Czechia","Extra-EU28 (current composition)","Total","Total","Total","Person","750",""
"2011","Czechia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","385",""
"2011","Czechia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","115",""
"2011","Czechia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","10",""
"2011","Czechia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","365",""
"2011","Czechia","Total","Total","Total","Total","Person","755",""
"2011","Czechia","Total","Total","Total","Total positive decisions","Person","385",""
"2011","Czechia","Total","Total","Total","Geneva Convention status","Person","115",""
"2011","Czechia","Total","Total","Total","Humanitarian status","Person","10",""
"2011","Czechia","Total","Total","Total","Rejected","Person","365",""
"2011","Denmark","Extra-EU28 (current composition)","Total","Total","Total","Person","2,235",""
"2011","Denmark","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","420",""
"2011","Denmark","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","220",""
"2011","Denmark","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2011","Denmark","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,810",""
"2011","Denmark","Total","Total","Total","Total","Person","2,240",""
"2011","Denmark","Total","Total","Total","Total positive decisions","Person","420",""
"2011","Denmark","Total","Total","Total","Geneva Convention status","Person","220",""
"2011","Denmark","Total","Total","Total","Humanitarian status","Person","0",""
"2011","Denmark","Total","Total","Total","Rejected","Person","1,815",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Total","Person","24,565",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","3,370",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","1,680",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","1,340",""
"2011","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Rejected","Person","21,200",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","24,630",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","3,370",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","1,680",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","1,340",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","21,265",""
"2011","Estonia","Extra-EU28 (current composition)","Total","Total","Total","Person","10",""
"2011","Estonia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2011","Estonia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Estonia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Estonia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","10",""
"2011","Estonia","Total","Total","Total","Total","Person","10",""
"2011","Estonia","Total","Total","Total","Total positive decisions","Person","0",""
"2011","Estonia","Total","Total","Total","Geneva Convention status","Person","0",""
"2011","Estonia","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Estonia","Total","Total","Total","Rejected","Person","10",""
"2011","Ireland","Extra-EU28 (current composition)","Total","Total","Total","Person","1,325",""
"2011","Ireland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","75",""
"2011","Ireland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","75",""
"2011","Ireland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Ireland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,250",""
"2011","Ireland","Total","Total","Total","Total","Person","1,325",""
"2011","Ireland","Total","Total","Total","Total positive decisions","Person","75",""
"2011","Ireland","Total","Total","Total","Geneva Convention status","Person","75",""
"2011","Ireland","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Ireland","Total","Total","Total","Rejected","Person","1,250",""
"2011","Greece","Extra-EU28 (current composition)","Total","Total","Total","Person","625",""
"2011","Greece","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","410",""
"2011","Greece","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","195",""
"2011","Greece","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","135",""
"2011","Greece","Extra-EU28 (current composition)","Total","Total","Rejected","Person","215",""
"2011","Greece","Total","Total","Total","Total","Person","625",""
"2011","Greece","Total","Total","Total","Total positive decisions","Person","410",""
"2011","Greece","Total","Total","Total","Geneva Convention status","Person","195",""
"2011","Greece","Total","Total","Total","Humanitarian status","Person","135",""
"2011","Greece","Total","Total","Total","Rejected","Person","215",""
"2011","Spain","Extra-EU28 (current composition)","Total","Total","Total","Person","1,125",""
"2011","Spain","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","20",""
"2011","Spain","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Spain","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Spain","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,100",""
"2011","Spain","Total","Total","Total","Total","Person","1,125",""
"2011","Spain","Total","Total","Total","Total positive decisions","Person","20",""
"2011","Spain","Total","Total","Total","Geneva Convention status","Person","0",""
"2011","Spain","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Spain","Total","Total","Total","Rejected","Person","1,100",""
"2011","France","Extra-EU28 (current composition)","Total","Total","Total","Person","34,550",""
"2011","France","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","6,125",""
"2011","France","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","4,930",""
"2011","France","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","France","Extra-EU28 (current composition)","Total","Total","Rejected","Person","28,425",""
"2011","France","Total","Total","Total","Total","Person","34,595",""
"2011","France","Total","Total","Total","Total positive decisions","Person","6,125",""
"2011","France","Total","Total","Total","Geneva Convention status","Person","4,930",""
"2011","France","Total","Total","Total","Humanitarian status","Person",":",""
"2011","France","Total","Total","Total","Rejected","Person","28,470",""
"2011","Croatia","Extra-EU28 (current composition)","Total","Total","Total","Person",":",""
"2011","Croatia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person",":",""
"2011","Croatia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person",":",""
"2011","Croatia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Croatia","Extra-EU28 (current composition)","Total","Total","Rejected","Person",":",""
"2011","Croatia","Total","Total","Total","Total","Person",":",""
"2011","Croatia","Total","Total","Total","Total positive decisions","Person",":",""
"2011","Croatia","Total","Total","Total","Geneva Convention status","Person",":",""
"2011","Croatia","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Croatia","Total","Total","Total","Rejected","Person",":",""
"2011","Italy","Extra-EU28 (current composition)","Total","Total","Total","Person","1,505",""
"2011","Italy","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","325",""
"2011","Italy","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","65",""
"2011","Italy","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","260",""
"2011","Italy","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,175",""
"2011","Italy","Total","Total","Total","Total","Person","1,505",""
"2011","Italy","Total","Total","Total","Total positive decisions","Person","325",""
"2011","Italy","Total","Total","Total","Geneva Convention status","Person","65",""
"2011","Italy","Total","Total","Total","Humanitarian status","Person","260",""
"2011","Italy","Total","Total","Total","Rejected","Person","1,175",""
"2011","Cyprus","Extra-EU28 (current composition)","Total","Total","Total","Person","3,175",""
"2011","Cyprus","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","65",""
"2011","Cyprus","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","20",""
"2011","Cyprus","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","45",""
"2011","Cyprus","Extra-EU28 (current composition)","Total","Total","Rejected","Person","3,110",""
"2011","Cyprus","Total","Total","Total","Total","Person","3,175",""
"2011","Cyprus","Total","Total","Total","Total positive decisions","Person","65",""
"2011","Cyprus","Total","Total","Total","Geneva Convention status","Person","20",""
"2011","Cyprus","Total","Total","Total","Humanitarian status","Person","45",""
"2011","Cyprus","Total","Total","Total","Rejected","Person","3,110",""
"2011","Latvia","Extra-EU28 (current composition)","Total","Total","Total","Person","20",""
"2011","Latvia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","10",""
"2011","Latvia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2011","Latvia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Latvia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","10",""
"2011","Latvia","Total","Total","Total","Total","Person","20",""
"2011","Latvia","Total","Total","Total","Total positive decisions","Person","10",""
"2011","Latvia","Total","Total","Total","Geneva Convention status","Person","5",""
"2011","Latvia","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Latvia","Total","Total","Total","Rejected","Person","10",""
"2011","Lithuania","Extra-EU28 (current composition)","Total","Total","Total","Person","30",""
"2011","Lithuania","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2011","Lithuania","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Lithuania","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Lithuania","Extra-EU28 (current composition)","Total","Total","Rejected","Person","30",""
"2011","Lithuania","Total","Total","Total","Total","Person","30",""
"2011","Lithuania","Total","Total","Total","Total positive decisions","Person","0",""
"2011","Lithuania","Total","Total","Total","Geneva Convention status","Person","0",""
"2011","Lithuania","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Lithuania","Total","Total","Total","Rejected","Person","30",""
"2011","Luxembourg","Extra-EU28 (current composition)","Total","Total","Total","Person","375",""
"2011","Luxembourg","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","50",""
"2011","Luxembourg","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","40",""
"2011","Luxembourg","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Luxembourg","Extra-EU28 (current composition)","Total","Total","Rejected","Person","325",""
"2011","Luxembourg","Total","Total","Total","Total","Person","380",""
"2011","Luxembourg","Total","Total","Total","Total positive decisions","Person","50",""
"2011","Luxembourg","Total","Total","Total","Geneva Convention status","Person","40",""
"2011","Luxembourg","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Luxembourg","Total","Total","Total","Rejected","Person","330",""
"2011","Hungary","Extra-EU28 (current composition)","Total","Total","Total","Person","325",""
"2011","Hungary","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","50",""
"2011","Hungary","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2011","Hungary","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","5",""
"2011","Hungary","Extra-EU28 (current composition)","Total","Total","Rejected","Person","275",""
"2011","Hungary","Total","Total","Total","Total","Person","325",""
"2011","Hungary","Total","Total","Total","Total positive decisions","Person","50",""
"2011","Hungary","Total","Total","Total","Geneva Convention status","Person","5",""
"2011","Hungary","Total","Total","Total","Humanitarian status","Person","5",""
"2011","Hungary","Total","Total","Total","Rejected","Person","275",""
"2011","Malta","Extra-EU28 (current composition)","Total","Total","Total","Person","505",""
"2011","Malta","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2011","Malta","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Malta","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2011","Malta","Extra-EU28 (current composition)","Total","Total","Rejected","Person","505",""
"2011","Malta","Total","Total","Total","Total","Person","505",""
"2011","Malta","Total","Total","Total","Total positive decisions","Person","0",""
"2011","Malta","Total","Total","Total","Geneva Convention status","Person","0",""
"2011","Malta","Total","Total","Total","Humanitarian status","Person","0",""
"2011","Malta","Total","Total","Total","Rejected","Person","505",""
"2011","Netherlands","Extra-EU28 (current composition)","Total","Total","Total","Person","2,760",""
"2011","Netherlands","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","1,555",""
"2011","Netherlands","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","120",""
"2011","Netherlands","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","290",""
"2011","Netherlands","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,205",""
"2011","Netherlands","Total","Total","Total","Total","Person","2,760",""
"2011","Netherlands","Total","Total","Total","Total positive decisions","Person","1,555",""
"2011","Netherlands","Total","Total","Total","Geneva Convention status","Person","120",""
"2011","Netherlands","Total","Total","Total","Humanitarian status","Person","290",""
"2011","Netherlands","Total","Total","Total","Rejected","Person","1,205",""
"2011","Austria","Extra-EU28 (current composition)","Total","Total","Total","Person","9,325",""
"2011","Austria","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","1,780",""
"2011","Austria","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","1,325",""
"2011","Austria","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Austria","Extra-EU28 (current composition)","Total","Total","Rejected","Person","7,540",""
"2011","Austria","Total","Total","Total","Total","Person","9,350",""
"2011","Austria","Total","Total","Total","Total positive decisions","Person","1,785",""
"2011","Austria","Total","Total","Total","Geneva Convention status","Person","1,325",""
"2011","Austria","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Austria","Total","Total","Total","Rejected","Person","7,565",""
"2011","Poland","Extra-EU28 (current composition)","Total","Total","Total","Person","2,270",""
"2011","Poland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","100",""
"2011","Poland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2011","Poland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","40",""
"2011","Poland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","2,175",""
"2011","Poland","Total","Total","Total","Total","Person","2,270",""
"2011","Poland","Total","Total","Total","Total positive decisions","Person","100",""
"2011","Poland","Total","Total","Total","Geneva Convention status","Person","5",""
"2011","Poland","Total","Total","Total","Humanitarian status","Person","40",""
"2011","Poland","Total","Total","Total","Rejected","Person","2,175",""
"2011","Portugal","Extra-EU28 (current composition)","Total","Total","Total","Person","20",""
"2011","Portugal","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2011","Portugal","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Portugal","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Portugal","Extra-EU28 (current composition)","Total","Total","Rejected","Person","20",""
"2011","Portugal","Total","Total","Total","Total","Person","20",""
"2011","Portugal","Total","Total","Total","Total positive decisions","Person","0",""
"2011","Portugal","Total","Total","Total","Geneva Convention status","Person","0",""
"2011","Portugal","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Portugal","Total","Total","Total","Rejected","Person","20",""
"2011","Romania","Extra-EU28 (current composition)","Total","Total","Total","Person","1,290",""
"2011","Romania","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","110",""
"2011","Romania","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","75",""
"2011","Romania","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2011","Romania","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,180",""
"2011","Romania","Total","Total","Total","Total","Person","1,290",""
"2011","Romania","Total","Total","Total","Total positive decisions","Person","110",""
"2011","Romania","Total","Total","Total","Geneva Convention status","Person","75",""
"2011","Romania","Total","Total","Total","Humanitarian status","Person","0",""
"2011","Romania","Total","Total","Total","Rejected","Person","1,185",""
"2011","Slovenia","Extra-EU28 (current composition)","Total","Total","Total","Person","70",""
"2011","Slovenia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2011","Slovenia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Slovenia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2011","Slovenia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","70",""
"2011","Slovenia","Total","Total","Total","Total","Person","75",""
"2011","Slovenia","Total","Total","Total","Total positive decisions","Person","0",""
"2011","Slovenia","Total","Total","Total","Geneva Convention status","Person","0",""
"2011","Slovenia","Total","Total","Total","Humanitarian status","Person",":",""
"2011","Slovenia","Total","Total","Total","Rejected","Person","70",""
"2011","Slovakia","Extra-EU28 (current composition)","Total","Total","Total","Person","5",""
"2011","Slovakia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","5",""
"2011","Slovakia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2011","Slovakia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2011","Slovakia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","0",""
