"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2012","Romania","Total","Total","Total","Humanitarian status","Person","0",""
"2012","Romania","Total","Total","Total","Rejected","Person","1,950",""
"2012","Slovenia","Extra-EU28 (current composition)","Total","Total","Total","Person","35",""
"2012","Slovenia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2012","Slovenia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2012","Slovenia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2012","Slovenia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","35",""
"2012","Slovenia","Total","Total","Total","Total","Person","35",""
"2012","Slovenia","Total","Total","Total","Total positive decisions","Person","0",""
"2012","Slovenia","Total","Total","Total","Geneva Convention status","Person","0",""
"2012","Slovenia","Total","Total","Total","Humanitarian status","Person",":",""
"2012","Slovenia","Total","Total","Total","Rejected","Person","35",""
"2012","Slovakia","Extra-EU28 (current composition)","Total","Total","Total","Person","70",""
"2012","Slovakia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","10",""
"2012","Slovakia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2012","Slovakia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2012","Slovakia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","65",""
"2012","Slovakia","Total","Total","Total","Total","Person","70",""
"2012","Slovakia","Total","Total","Total","Total positive decisions","Person","10",""
"2012","Slovakia","Total","Total","Total","Geneva Convention status","Person","5",""
"2012","Slovakia","Total","Total","Total","Humanitarian status","Person","0",""
"2012","Slovakia","Total","Total","Total","Rejected","Person","65",""
"2012","Finland","Extra-EU28 (current composition)","Total","Total","Total","Person","330",""
"2012","Finland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","280",""
"2012","Finland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","90",""
"2012","Finland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","45",""
"2012","Finland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","50",""
"2012","Finland","Total","Total","Total","Total","Person","335",""
"2012","Finland","Total","Total","Total","Total positive decisions","Person","280",""
"2012","Finland","Total","Total","Total","Geneva Convention status","Person","90",""
"2012","Finland","Total","Total","Total","Humanitarian status","Person","45",""
"2012","Finland","Total","Total","Total","Rejected","Person","50",""
"2012","Sweden","Extra-EU28 (current composition)","Total","Total","Total","Person","15,950",""
"2012","Sweden","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","2,890",""
"2012","Sweden","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","725",""
"2012","Sweden","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","715",""
"2012","Sweden","Extra-EU28 (current composition)","Total","Total","Rejected","Person","13,060",""
"2012","Sweden","Total","Total","Total","Total","Person","15,975",""
"2012","Sweden","Total","Total","Total","Total positive decisions","Person","2,895",""
"2012","Sweden","Total","Total","Total","Geneva Convention status","Person","725",""
"2012","Sweden","Total","Total","Total","Humanitarian status","Person","715",""
"2012","Sweden","Total","Total","Total","Rejected","Person","13,085",""
"2012","United Kingdom","Extra-EU28 (current composition)","Total","Total","Total","Person","15,190",""
"2012","United Kingdom","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","6,905",""
"2012","United Kingdom","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","3,920",""
"2012","United Kingdom","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","2,845",""
"2012","United Kingdom","Extra-EU28 (current composition)","Total","Total","Rejected","Person","8,285",""
"2012","United Kingdom","Total","Total","Total","Total","Person","15,205",""
"2012","United Kingdom","Total","Total","Total","Total positive decisions","Person","6,920",""
"2012","United Kingdom","Total","Total","Total","Geneva Convention status","Person","3,920",""
"2012","United Kingdom","Total","Total","Total","Humanitarian status","Person","2,860",""
"2012","United Kingdom","Total","Total","Total","Rejected","Person","8,290",""
"2012","Iceland","Extra-EU28 (current composition)","Total","Total","Total","Person","15",""
"2012","Iceland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0",""
"2012","Iceland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2012","Iceland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2012","Iceland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","15",""
"2012","Iceland","Total","Total","Total","Total","Person","15",""
"2012","Iceland","Total","Total","Total","Total positive decisions","Person","0",""
"2012","Iceland","Total","Total","Total","Geneva Convention status","Person","0",""
"2012","Iceland","Total","Total","Total","Humanitarian status","Person","0",""
"2012","Iceland","Total","Total","Total","Rejected","Person","15",""
"2012","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Total","Person","70",""
"2012","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","20",""
"2012","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","15",""
"2012","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2012","Liechtenstein","Extra-EU28 (current composition)","Total","Total","Rejected","Person","50",""
"2012","Liechtenstein","Total","Total","Total","Total","Person","70",""
"2012","Liechtenstein","Total","Total","Total","Total positive decisions","Person","20",""
"2012","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","15",""
"2012","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0",""
"2012","Liechtenstein","Total","Total","Total","Rejected","Person","50",""
"2012","Norway","Extra-EU28 (current composition)","Total","Total","Total","Person","8,120",""
"2012","Norway","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","945",""
"2012","Norway","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","285",""
"2012","Norway","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","365",""
"2012","Norway","Extra-EU28 (current composition)","Total","Total","Rejected","Person","7,175",""
"2012","Norway","Total","Total","Total","Total","Person","8,170",""
"2012","Norway","Total","Total","Total","Total positive decisions","Person","945",""
"2012","Norway","Total","Total","Total","Geneva Convention status","Person","285",""
"2012","Norway","Total","Total","Total","Humanitarian status","Person","365",""
"2012","Norway","Total","Total","Total","Rejected","Person","7,225",""
"2012","Switzerland","Extra-EU28 (current composition)","Total","Total","Total","Person","3,845",""
"2012","Switzerland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","300",""
"2012","Switzerland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","50",""
"2012","Switzerland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","220",""
"2012","Switzerland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","3,545",""
"2012","Switzerland","Total","Total","Total","Total","Person","3,905",""
"2012","Switzerland","Total","Total","Total","Total positive decisions","Person","300",""
"2012","Switzerland","Total","Total","Total","Geneva Convention status","Person","50",""
"2012","Switzerland","Total","Total","Total","Humanitarian status","Person","220",""
"2012","Switzerland","Total","Total","Total","Rejected","Person","3,605",""
"2012","Total","Extra-EU28 (current composition)","Total","Total","Total","Person","144,155",""
"2012","Total","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","26,480",""
"2012","Total","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","13,860",""
"2012","Total","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","6,840",""
"2012","Total","Extra-EU28 (current composition)","Total","Total","Rejected","Person","117,670",""
"2012","Total","Total","Total","Total","Total","Person","144,465",""
"2012","Total","Total","Total","Total","Total positive decisions","Person","26,500",""
"2012","Total","Total","Total","Total","Geneva Convention status","Person","13,865",""
"2012","Total","Total","Total","Total","Humanitarian status","Person","6,860",""
"2012","Total","Total","Total","Total","Rejected","Person","117,965",""
"2013","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Total","Person","134,640",""
"2013","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","24,675",""
"2013","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","14,845",""
"2013","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","4,480","d"
"2013","European Union (current composition)","Extra-EU28 (current composition)","Total","Total","Rejected","Person","109,965",""
"2013","European Union (current composition)","Total","Total","Total","Total","Person","134,885",""
"2013","European Union (current composition)","Total","Total","Total","Total positive decisions","Person","24,675",""
"2013","European Union (current composition)","Total","Total","Total","Geneva Convention status","Person","14,845",""
"2013","European Union (current composition)","Total","Total","Total","Humanitarian status","Person","4,485","d"
"2013","European Union (current composition)","Total","Total","Total","Rejected","Person","110,210",""
"2013","Belgium","Extra-EU28 (current composition)","Total","Total","Total","Person","11,485","d"
"2013","Belgium","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","430","d"
"2013","Belgium","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","370",""
"2013","Belgium","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Belgium","Extra-EU28 (current composition)","Total","Total","Rejected","Person","11,060",""
"2013","Belgium","Total","Total","Total","Total","Person","11,510",""
"2013","Belgium","Total","Total","Total","Total positive decisions","Person","430",""
"2013","Belgium","Total","Total","Total","Geneva Convention status","Person","370",""
"2013","Belgium","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Belgium","Total","Total","Total","Rejected","Person","11,085",""
"2013","Bulgaria","Extra-EU28 (current composition)","Total","Total","Total","Person","40","d"
"2013","Bulgaria","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","40","d"
"2013","Bulgaria","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Bulgaria","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Bulgaria","Extra-EU28 (current composition)","Total","Total","Rejected","Person","5",""
"2013","Bulgaria","Total","Total","Total","Total","Person","40",""
"2013","Bulgaria","Total","Total","Total","Total positive decisions","Person","40",""
"2013","Bulgaria","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Bulgaria","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Bulgaria","Total","Total","Total","Rejected","Person","5",""
"2013","Czechia","Extra-EU28 (current composition)","Total","Total","Total","Person","415","d"
"2013","Czechia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","20","d"
"2013","Czechia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Czechia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","5",""
"2013","Czechia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","395",""
"2013","Czechia","Total","Total","Total","Total","Person","425",""
"2013","Czechia","Total","Total","Total","Total positive decisions","Person","20",""
"2013","Czechia","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Czechia","Total","Total","Total","Humanitarian status","Person","5",""
"2013","Czechia","Total","Total","Total","Rejected","Person","405",""
"2013","Denmark","Extra-EU28 (current composition)","Total","Total","Total","Person","1,660","d"
"2013","Denmark","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","550","d"
"2013","Denmark","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","265",""
"2013","Denmark","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Denmark","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,110",""
"2013","Denmark","Total","Total","Total","Total","Person","1,665",""
"2013","Denmark","Total","Total","Total","Total positive decisions","Person","550",""
"2013","Denmark","Total","Total","Total","Geneva Convention status","Person","265",""
"2013","Denmark","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Denmark","Total","Total","Total","Rejected","Person","1,115",""
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Total","Person","36,660","d"
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","5,955","d"
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","2,960",""
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","2,045",""
"2013","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Total","Total","Rejected","Person","30,705",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","36,805",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","5,955",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","2,960",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","2,050",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","30,845",""
"2013","Estonia","Extra-EU28 (current composition)","Total","Total","Total","Person","0","d"
"2013","Estonia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0","d"
"2013","Estonia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Estonia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Estonia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","0",""
"2013","Estonia","Total","Total","Total","Total","Person","0",""
"2013","Estonia","Total","Total","Total","Total positive decisions","Person","0",""
"2013","Estonia","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Estonia","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Estonia","Total","Total","Total","Rejected","Person","0",""
"2013","Ireland","Extra-EU28 (current composition)","Total","Total","Total","Person","580","d"
"2013","Ireland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","55","d"
"2013","Ireland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","55",""
"2013","Ireland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Ireland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","525",""
"2013","Ireland","Total","Total","Total","Total","Person","580",""
"2013","Ireland","Total","Total","Total","Total positive decisions","Person","55",""
"2013","Ireland","Total","Total","Total","Geneva Convention status","Person","55",""
"2013","Ireland","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Ireland","Total","Total","Total","Rejected","Person","525",""
"2013","Greece","Extra-EU28 (current composition)","Total","Total","Total","Person","3,900","d"
"2013","Greece","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","910","d"
"2013","Greece","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","325",""
"2013","Greece","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","365",""
"2013","Greece","Extra-EU28 (current composition)","Total","Total","Rejected","Person","2,990",""
"2013","Greece","Total","Total","Total","Total","Person","3,900",""
"2013","Greece","Total","Total","Total","Total positive decisions","Person","910",""
"2013","Greece","Total","Total","Total","Geneva Convention status","Person","325",""
"2013","Greece","Total","Total","Total","Humanitarian status","Person","365",""
"2013","Greece","Total","Total","Total","Rejected","Person","2,990",""
"2013","Spain","Extra-EU28 (current composition)","Total","Total","Total","Person","1,110","d"
"2013","Spain","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","20","d"
"2013","Spain","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","15",""
"2013","Spain","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","5",""
"2013","Spain","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,085",""
"2013","Spain","Total","Total","Total","Total","Person","1,110",""
"2013","Spain","Total","Total","Total","Total positive decisions","Person","20",""
"2013","Spain","Total","Total","Total","Geneva Convention status","Person","15",""
"2013","Spain","Total","Total","Total","Humanitarian status","Person","5",""
"2013","Spain","Total","Total","Total","Rejected","Person","1,085",""
"2013","France","Extra-EU28 (current composition)","Total","Total","Total","Person","37,550","d"
"2013","France","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","5,450","d"
"2013","France","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","4,270",""
"2013","France","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","France","Extra-EU28 (current composition)","Total","Total","Rejected","Person","32,100",""
"2013","France","Total","Total","Total","Total","Person","37,560",""
"2013","France","Total","Total","Total","Total positive decisions","Person","5,450",""
"2013","France","Total","Total","Total","Geneva Convention status","Person","4,270",""
"2013","France","Total","Total","Total","Humanitarian status","Person",":",""
"2013","France","Total","Total","Total","Rejected","Person","32,110",""
"2013","Croatia","Extra-EU28 (current composition)","Total","Total","Total","Person","95","d"
"2013","Croatia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0","d"
"2013","Croatia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Croatia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Croatia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","95",""
"2013","Croatia","Total","Total","Total","Total","Person","95",""
"2013","Croatia","Total","Total","Total","Total positive decisions","Person","0",""
"2013","Croatia","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Croatia","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Croatia","Total","Total","Total","Rejected","Person","95",""
"2013","Italy","Extra-EU28 (current composition)","Total","Total","Total","Person","95","d"
"2013","Italy","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","75","d"
"2013","Italy","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2013","Italy","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","5",""
"2013","Italy","Extra-EU28 (current composition)","Total","Total","Rejected","Person","20",""
"2013","Italy","Total","Total","Total","Total","Person","95",""
"2013","Italy","Total","Total","Total","Total positive decisions","Person","75",""
"2013","Italy","Total","Total","Total","Geneva Convention status","Person","5",""
"2013","Italy","Total","Total","Total","Humanitarian status","Person","5",""
"2013","Italy","Total","Total","Total","Rejected","Person","20",""
"2013","Cyprus","Extra-EU28 (current composition)","Total","Total","Total","Person","960","d"
"2013","Cyprus","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","90","d"
"2013","Cyprus","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","10",""
"2013","Cyprus","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","25",""
"2013","Cyprus","Extra-EU28 (current composition)","Total","Total","Rejected","Person","875",""
"2013","Cyprus","Total","Total","Total","Total","Person","960",""
"2013","Cyprus","Total","Total","Total","Total positive decisions","Person","90",""
"2013","Cyprus","Total","Total","Total","Geneva Convention status","Person","10",""
"2013","Cyprus","Total","Total","Total","Humanitarian status","Person","25",""
"2013","Cyprus","Total","Total","Total","Rejected","Person","875",""
"2013","Latvia","Extra-EU28 (current composition)","Total","Total","Total","Person","55","d"
"2013","Latvia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","10","d"
"2013","Latvia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2013","Latvia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Latvia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","45",""
"2013","Latvia","Total","Total","Total","Total","Person","55",""
"2013","Latvia","Total","Total","Total","Total positive decisions","Person","10",""
"2013","Latvia","Total","Total","Total","Geneva Convention status","Person","5",""
"2013","Latvia","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Latvia","Total","Total","Total","Rejected","Person","45",""
"2013","Lithuania","Extra-EU28 (current composition)","Total","Total","Total","Person","35","d"
"2013","Lithuania","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","5","d"
"2013","Lithuania","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Lithuania","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Lithuania","Extra-EU28 (current composition)","Total","Total","Rejected","Person","30",""
"2013","Lithuania","Total","Total","Total","Total","Person","35",""
"2013","Lithuania","Total","Total","Total","Total positive decisions","Person","5",""
"2013","Lithuania","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Lithuania","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Lithuania","Total","Total","Total","Rejected","Person","30",""
"2013","Luxembourg","Extra-EU28 (current composition)","Total","Total","Total","Person","670","d"
"2013","Luxembourg","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","10","d"
"2013","Luxembourg","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Luxembourg","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Luxembourg","Extra-EU28 (current composition)","Total","Total","Rejected","Person","660",""
"2013","Luxembourg","Total","Total","Total","Total","Person","670",""
"2013","Luxembourg","Total","Total","Total","Total positive decisions","Person","10",""
"2013","Luxembourg","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Luxembourg","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Luxembourg","Total","Total","Total","Rejected","Person","660",""
"2013","Hungary","Extra-EU28 (current composition)","Total","Total","Total","Person","685","d"
"2013","Hungary","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","60","d"
"2013","Hungary","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","25",""
"2013","Hungary","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Hungary","Extra-EU28 (current composition)","Total","Total","Rejected","Person","625",""
"2013","Hungary","Total","Total","Total","Total","Person","685",""
"2013","Hungary","Total","Total","Total","Total positive decisions","Person","60",""
"2013","Hungary","Total","Total","Total","Geneva Convention status","Person","25",""
"2013","Hungary","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Hungary","Total","Total","Total","Rejected","Person","625",""
"2013","Malta","Extra-EU28 (current composition)","Total","Total","Total","Person","140","d"
"2013","Malta","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0","d"
"2013","Malta","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Malta","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Malta","Extra-EU28 (current composition)","Total","Total","Rejected","Person","135",""
"2013","Malta","Total","Total","Total","Total","Person","140",""
"2013","Malta","Total","Total","Total","Total positive decisions","Person","0",""
"2013","Malta","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Malta","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Malta","Total","Total","Total","Rejected","Person","135",""
"2013","Netherlands","Extra-EU28 (current composition)","Total","Total","Total","Person","1,895","dp"
"2013","Netherlands","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","1,075","dp"
"2013","Netherlands","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","450","p"
"2013","Netherlands","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","190","p"
"2013","Netherlands","Extra-EU28 (current composition)","Total","Total","Rejected","Person","820","p"
"2013","Netherlands","Total","Total","Total","Total","Person","1,895","p"
"2013","Netherlands","Total","Total","Total","Total positive decisions","Person","1,075","p"
"2013","Netherlands","Total","Total","Total","Geneva Convention status","Person","450","p"
"2013","Netherlands","Total","Total","Total","Humanitarian status","Person","190","p"
"2013","Netherlands","Total","Total","Total","Rejected","Person","820","p"
"2013","Austria","Extra-EU28 (current composition)","Total","Total","Total","Person","6,860","d"
"2013","Austria","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","1,425","d"
"2013","Austria","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","1,180",""
"2013","Austria","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Austria","Extra-EU28 (current composition)","Total","Total","Rejected","Person","5,435",""
"2013","Austria","Total","Total","Total","Total","Person","6,865",""
"2013","Austria","Total","Total","Total","Total positive decisions","Person","1,425",""
"2013","Austria","Total","Total","Total","Geneva Convention status","Person","1,180",""
"2013","Austria","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Austria","Total","Total","Total","Rejected","Person","5,445",""
"2013","Poland","Extra-EU28 (current composition)","Total","Total","Total","Person","1,050","d"
"2013","Poland","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","50","d"
"2013","Poland","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","5",""
"2013","Poland","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","20",""
"2013","Poland","Extra-EU28 (current composition)","Total","Total","Rejected","Person","1,000",""
"2013","Poland","Total","Total","Total","Total","Person","1,050",""
"2013","Poland","Total","Total","Total","Total positive decisions","Person","50",""
"2013","Poland","Total","Total","Total","Geneva Convention status","Person","5",""
"2013","Poland","Total","Total","Total","Humanitarian status","Person","20",""
"2013","Poland","Total","Total","Total","Rejected","Person","1,000",""
"2013","Portugal","Extra-EU28 (current composition)","Total","Total","Total","Person","100","d"
"2013","Portugal","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0","d"
"2013","Portugal","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Portugal","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Portugal","Extra-EU28 (current composition)","Total","Total","Rejected","Person","100",""
"2013","Portugal","Total","Total","Total","Total","Person","100",""
"2013","Portugal","Total","Total","Total","Total positive decisions","Person","0",""
"2013","Portugal","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Portugal","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Portugal","Total","Total","Total","Rejected","Person","100",""
"2013","Romania","Extra-EU28 (current composition)","Total","Total","Total","Person","1,550","d"
"2013","Romania","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","925","d"
"2013","Romania","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","390",""
"2013","Romania","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Romania","Extra-EU28 (current composition)","Total","Total","Rejected","Person","625",""
"2013","Romania","Total","Total","Total","Total","Person","1,550",""
"2013","Romania","Total","Total","Total","Total positive decisions","Person","925",""
"2013","Romania","Total","Total","Total","Geneva Convention status","Person","390",""
"2013","Romania","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Romania","Total","Total","Total","Rejected","Person","625",""
"2013","Slovenia","Extra-EU28 (current composition)","Total","Total","Total","Person","60","d"
"2013","Slovenia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","0","d"
"2013","Slovenia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Slovenia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person",":",""
"2013","Slovenia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","60",""
"2013","Slovenia","Total","Total","Total","Total","Person","70",""
"2013","Slovenia","Total","Total","Total","Total positive decisions","Person","0",""
"2013","Slovenia","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Slovenia","Total","Total","Total","Humanitarian status","Person",":",""
"2013","Slovenia","Total","Total","Total","Rejected","Person","65",""
"2013","Slovakia","Extra-EU28 (current composition)","Total","Total","Total","Person","115","d"
"2013","Slovakia","Extra-EU28 (current composition)","Total","Total","Total positive decisions","Person","5","d"
"2013","Slovakia","Extra-EU28 (current composition)","Total","Total","Geneva Convention status","Person","0",""
"2013","Slovakia","Extra-EU28 (current composition)","Total","Total","Humanitarian status","Person","0",""
"2013","Slovakia","Extra-EU28 (current composition)","Total","Total","Rejected","Person","110",""
"2013","Slovakia","Total","Total","Total","Total","Person","115",""
"2013","Slovakia","Total","Total","Total","Total positive decisions","Person","5",""
"2013","Slovakia","Total","Total","Total","Geneva Convention status","Person","0",""
"2013","Slovakia","Total","Total","Total","Humanitarian status","Person","0",""
"2013","Slovakia","Total","Total","Total","Rejected","Person","110",""
"2013","Finland","Extra-EU28 (current composition)","Total","Total","Total","Person","230","d"
